virus,tree,peptide,dNdS,fract,meandNdS
EVCr,EVCr_2,protein_2C,0.02,0.149,0.0281833
EVCr,EVCr_2,protein_3A,0.0443,0.039,0.0281833
EVCr,EVCr_3,RdRp,0.02,0.208,0.0211234
EVCr,EVCr_3,VP1,0.0282,0.137,0.0211234
EVCr,EVCr_3,VP2,0.02,0.123,0.0211234
EVCr,EVCr_3,VP3,0.02,0.109,0.0211234
EVCr,EVCr_3,VP4,0.02,0.031,0.0211234
EVCr,EVCr_3,VPg,0.02,0.01,0.0211234
EVCr,EVCr_3,protease_2A,0.02,0.067,0.0211234
EVCr,EVCr_3,protease_3C,0.02,0.083,0.0211234
EVCr,EVCr_3,protein_2B,0.02,0.044,0.0211234
EVCr,EVCr_3,protein_2C,0.02,0.149,0.0211234
EVCr,EVCr_3,protein_3A,0.02,0.039,0.0211234
EVCr,EVCr_main,RdRp,0.02,0.208,0.02074635
EVCr,EVCr_main,VP1,0.02,0.137,0.02074635
EVCr,EVCr_main,VP2,0.02,0.123,0.02074635
EVCr,EVCr_main,VP3,0.02075,0.109,0.02074635
EVCr,EVCr_main,VP4,0.02,0.031,0.02074635
EVCr,EVCr_main,VPg,0.02,0.01,0.02074635
EVCr,EVCr_main,protease_2A,0.02605,0.067,0.02074635
EVCr,EVCr_main,protease_3C,0.0231,0.083,0.02074635
EVCr,EVCr_main,protein_2B,0.02,0.044,0.02074635
EVCr,EVCr_main,protein_2C,0.02,0.149,0.02074635
EVCr,EVCr_main,protein_3A,0.02005,0.039,0.02074635
EVCr,EVCr_sub1,RdRp,0.02,0.208,0.0215482
EVCr,EVCr_sub1,VP1,0.0299,0.137,0.0215482
EVCr,EVCr_sub1,VP2,0.02,0.123,0.0215482
EVCr,EVCr_sub1,VP3,0.02,0.109,0.0215482
EVCr,EVCr_sub1,VP4,0.0223,0.031,0.0215482
EVCr,EVCr_sub1,VPg,0.02,0.01,0.0215482
EVCr,EVCr_sub1,protease_2A,0.0218,0.067,0.0215482
EVCr,EVCr_sub1,protease_3C,0.02,0.083,0.0215482
EVCr,EVCr_sub1,protein_2B,0.02,0.044,0.0215482
EVCr,EVCr_sub1,protein_2C,0.02,0.149,0.0215482
EVCr,EVCr_sub1,protein_3A,0.02,0.039,0.0215482
EVCr,EVCr_sub2,RdRp,0.02,0.208,0.094302
EVCr,EVCr_sub2,VP1,0.221,0.137,0.094302
EVCr,EVCr_sub2,VP2,0.2064,0.123,0.094302
EVCr,EVCr_sub2,VP3,0.2347,0.109,0.094302
EVCr,EVCr_sub2,VP4,0.02,0.031,0.094302
EVCr,EVCr_sub2,VPg,0.02,0.01,0.094302
EVCr,EVCr_sub2,protease_2A,0.0265,0.067,0.094302
EVCr,EVCr_sub2,protease_3C,0.02,0.083,0.094302
EVCr,EVCr_sub2,protein_2B,0.02,0.044,0.094302
EVCr,EVCr_sub2,protein_2C,0.02,0.149,0.094302
EVCr,EVCr_sub2,protein_3A,0.02,0.039,0.094302
EVCr,EVCr_sub3,RdRp,0.02,0.208,0.02002
EVCr,EVCr_sub3,VP1,0.02,0.137,0.02002
EVCr,EVCr_sub3,VP2,0.02,0.123,0.02002
EVCr,EVCr_sub3,VP3,0.02,0.109,0.02002
EVCr,EVCr_sub3,VP4,0.02,0.031,0.02002
EVCr,EVCr_sub3,protease_2A,0.02,0.067,0.02002
EVCr,EVCr_sub3,protease_3C,0.02,0.083,0.02002
EVCr,EVCr_sub3,protein_2C,0.02,0.149,0.02002
EVCr,EVCr_sub3,protein_3A,0.02,0.039,0.02002
EVD,EVD_1,2A,0.1679,0.067,0.1348235
EVD,EVD_1,2B,0.1836,0.045,0.1348235
EVD,EVD_1,2C,0.1423,0.151,0.1348235
EVD,EVD_1,3A,0.1074,0.041,0.1348235
EVD,EVD_1,3B,0.3831,0.01,0.1348235
EVD,EVD_1,3C,0.217,0.083,0.1348235
EVD,EVD_1,3D,0.1253,0.209,0.1348235
EVD,EVD_1,VP1,0.2361,0.141,0.1348235
EVD,EVD_1,VP2,0.0323,0.113,0.1348235
EVD,EVD_1,VP3,0.035,0.107,0.1348235
EVD,EVD_1,VP4,0.0228,0.031,0.1348235
EVD,EVD_2,2A,0.152,0.067,0.106409
EVD,EVD_2,2B,0.1634,0.045,0.106409
EVD,EVD_2,2C,0.0392,0.151,0.106409
EVD,EVD_2,3A,0.0922,0.041,0.106409
EVD,EVD_2,3B,0.1783,0.01,0.106409
EVD,EVD_2,3C,0.054,0.083,0.106409
EVD,EVD_2,3D,0.0286,0.209,0.106409
EVD,EVD_2,VP1,0.2062,0.141,0.106409
EVD,EVD_2,VP2,0.2033,0.113,0.106409
EVD,EVD_2,VP3,0.1333,0.107,0.106409
EVD,EVD_2,VP4,0.02,0.031,0.106409
EVD,EVD_3,2A,0.1354,0.067,0.06097925
EVD,EVD_3,2B,0.1663,0.045,0.06097925
EVD,EVD_3,2C,0.0319,0.151,0.06097925
EVD,EVD_3,3A,0.0533,0.041,0.06097925
EVD,EVD_3,3B,0.0256,0.01,0.06097925
EVD,EVD_3,3C,0.02975,0.083,0.06097925
EVD,EVD_3,3D,0.02905,0.209,0.06097925
EVD,EVD_3,VP1,0.16275,0.141,0.06097925
EVD,EVD_3,VP2,0.02215,0.113,0.06097925
EVD,EVD_3,VP3,0.0238,0.107,0.06097925
EVD,EVD_3,VP4,0.02025,0.031,0.06097925
EVD,EVD_main,2A,0.05255,0.067,0.05139405
EVD,EVD_main,2B,0.02,0.045,0.05139405
EVD,EVD_main,2C,0.031,0.151,0.05139405
EVD,EVD_main,3A,0.0351,0.041,0.05139405
EVD,EVD_main,3B,0.02,0.01,0.05139405
EVD,EVD_main,3C,0.029,0.083,0.05139405
EVD,EVD_main,3D,0.0265,0.209,0.05139405
EVD,EVD_main,VP1,0.1561,0.141,0.05139405
EVD,EVD_main,VP2,0.0514,0.113,0.05139405
EVD,EVD_main,VP3,0.0399,0.107,0.05139405
EVD,EVD_main,VP4,0.02,0.031,0.05139405
EVD,EVD_sub1,2A,0.1392,0.067,0.06881745
EVD,EVD_sub1,2B,0.1486,0.045,0.06881745
EVD,EVD_sub1,2C,0.07395,0.151,0.06881745
EVD,EVD_sub1,3A,0.0458,0.041,0.06881745
EVD,EVD_sub1,3B,0.1037,0.01,0.06881745
EVD,EVD_sub1,3C,0.02855,0.083,0.06881745
EVD,EVD_sub1,3D,0.03025,0.209,0.06881745
EVD,EVD_sub1,VP1,0.1724,0.141,0.06881745
EVD,EVD_sub1,VP2,0.02295,0.113,0.06881745
EVD,EVD_sub1,VP3,0.02345,0.107,0.06881745
EVD,EVD_sub1,VP4,0.02,0.031,0.06881745
EVD,EVD_sub2,2A,0.1412,0.067,0.1071765
EVD,EVD_sub2,2B,0.0266,0.045,0.1071765
EVD,EVD_sub2,2C,0.0321,0.151,0.1071765
EVD,EVD_sub2,3A,0.1015,0.041,0.1071765
EVD,EVD_sub2,3B,0.2223,0.01,0.1071765
EVD,EVD_sub2,3C,0.0465,0.083,0.1071765
EVD,EVD_sub2,3D,0.0315,0.209,0.1071765
EVD,EVD_sub2,VP1,0.2029,0.141,0.1071765
EVD,EVD_sub2,VP2,0.2303,0.113,0.1071765
EVD,EVD_sub2,VP3,0.1831,0.107,0.1071765
EVD,EVD_sub2,VP4,0.02,0.031,0.1071765
EVD,EVD_sub3,2A,0.1625,0.067,0.1350417
EVD,EVD_sub3,2B,0.1885,0.045,0.1350417
EVD,EVD_sub3,2C,0.1309,0.151,0.1350417
EVD,EVD_sub3,3A,0.1203,0.041,0.1350417
EVD,EVD_sub3,3B,0.3809,0.01,0.1350417
EVD,EVD_sub3,3C,0.1717,0.083,0.1350417
EVD,EVD_sub3,3D,0.1277,0.209,0.1350417
EVD,EVD_sub3,VP1,0.2303,0.141,0.1350417
EVD,EVD_sub3,VP2,0.0375,0.113,0.1350417
EVD,EVD_sub3,VP3,0.0824,0.107,0.1350417
EVD,EVD_sub3,VP4,0.0225,0.031,0.1350417
Ebola,Ebola_1,GP_1,0.20505,0.061,0.1917764
Ebola,Ebola_1,GP_2,0.58325,0.079,0.1917764
Ebola,Ebola_1,L,0.09915,0.458,0.1917764
Ebola,Ebola_1,NP,0.26975,0.153,0.1917764
Ebola,Ebola_1,VP24,0.1267,0.052,0.1917764
Ebola,Ebola_1,VP30,0.13995,0.06,0.1917764
Ebola,Ebola_1,VP35,0.25245,0.07,0.1917764
Ebola,Ebola_1,VP40,0.20675,0.067,0.1917764
Ebola,Ebola_main,GP_1,0.19115,0.061,0.19404765
Ebola,Ebola_main,GP_2,0.55255,0.079,0.19404765
Ebola,Ebola_main,L,0.11505,0.458,0.19404765
Ebola,Ebola_main,NP,0.25295,0.153,0.19404765
Ebola,Ebola_main,VP24,0.1384,0.052,0.19404765
Ebola,Ebola_main,VP30,0.14155,0.06,0.19404765
Ebola,Ebola_main,VP35,0.25165,0.07,0.19404765
Ebola,Ebola_main,VP40,0.2095,0.067,0.19404765
Ebola,Ebola_sub1,GP_1,0.8384,0.061,0.22030915
Ebola,Ebola_sub1,GP_2,0.50375,0.079,0.22030915
Ebola,Ebola_sub1,L,0.08565,0.458,0.22030915
Ebola,Ebola_sub1,NP,0.2378,0.153,0.22030915
Ebola,Ebola_sub1,VP24,0.1606,0.052,0.22030915
Ebola,Ebola_sub1,VP30,0.12915,0.06,0.22030915
Ebola,Ebola_sub1,VP35,0.35795,0.07,0.22030915
Ebola,Ebola_sub1,VP40,0.1881,0.067,0.22030915
Ebola,Ebola_sub2,GP_1,0.1003,0.061,0.1822085
Ebola,Ebola_sub2,GP_2,0.6296,0.079,0.1822085
Ebola,Ebola_sub2,L,0.1,0.458,0.1822085
Ebola,Ebola_sub2,NP,0.2578,0.153,0.1822085
Ebola,Ebola_sub2,VP24,0.1164,0.052,0.1822085
Ebola,Ebola_sub2,VP30,0.1385,0.06,0.1822085
Ebola,Ebola_sub2,VP35,0.232,0.07,0.1822085
Ebola,Ebola_sub2,VP40,0.1568,0.067,0.1822085
H3N2,H3N2_main,HA,0.4804,0.999,0.4804
H3N2,H3N2_sub1,HA,0.4658,0.999,0.4658
H3N2,H3N2_sub2,HA,0.5038,0.999,0.5038
HCV,HCV_1,C,0.1878,0.063,0.2138
HCV,HCV_1,E1,0.2595,0.064,0.2138
HCV,HCV_1,E2,0.35765,0.12,0.2138
HCV,HCV_1,NS2,0.3361,0.072,0.2138
HCV,HCV_1,NS3_prot-hel,0.0888,0.209,0.2138
HCV,HCV_1,NS4A,0.1787,0.018,0.2138
HCV,HCV_1,NS4B,0.1163,0.087,0.2138
HCV,HCV_1,NS5A,0.29135,0.149,0.2138
HCV,HCV_1,NS5B_RdRp,0.1855,0.196,0.2138
HCV,HCV_1,p7,0.31335,0.021,0.2138
HCV,HCV_10,C,0.2241,0.063,0.2273671
HCV,HCV_10,E1,0.3487,0.064,0.2273671
HCV,HCV_10,E2,0.3448,0.12,0.2273671
HCV,HCV_10,NS2,0.2842,0.072,0.2273671
HCV,HCV_10,NS3_prot-hel,0.1713,0.209,0.2273671
HCV,HCV_10,NS4A,0.229,0.018,0.2273671
HCV,HCV_10,NS4B,0.0791,0.087,0.2273671
HCV,HCV_10,NS5A,0.2473,0.149,0.2273671
HCV,HCV_10,NS5B_RdRp,0.2017,0.196,0.2273671
HCV,HCV_10,p7,0.2813,0.021,0.2273671
HCV,HCV_11,C,0.1611,0.063,0.2538171
HCV,HCV_11,E1,0.3484,0.064,0.2538171
HCV,HCV_11,E2,0.3609,0.12,0.2538171
HCV,HCV_11,NS2,0.322,0.072,0.2538171
HCV,HCV_11,NS3_prot-hel,0.2128,0.209,0.2538171
HCV,HCV_11,NS4A,0.19,0.018,0.2538171
HCV,HCV_11,NS4B,0.2055,0.087,0.2538171
HCV,HCV_11,NS5A,0.3147,0.149,0.2538171
HCV,HCV_11,NS5B_RdRp,0.1872,0.196,0.2538171
HCV,HCV_11,p7,0.263,0.021,0.2538171
HCV,HCV_12,C,0.14275,0.063,0.18283275
HCV,HCV_12,E1,0.20115,0.064,0.18283275
HCV,HCV_12,E2,0.2879,0.12,0.18283275
HCV,HCV_12,NS2,0.3007,0.072,0.18283275
HCV,HCV_12,NS3_prot-hel,0.0855,0.209,0.18283275
HCV,HCV_12,NS4A,0.2156,0.018,0.18283275
HCV,HCV_12,NS4B,0.05665,0.087,0.18283275
HCV,HCV_12,NS5A,0.22215,0.149,0.18283275
HCV,HCV_12,NS5B_RdRp,0.1962,0.196,0.18283275
HCV,HCV_12,p7,0.3111,0.021,0.18283275
HCV,HCV_13,C,0.1445,0.063,0.220024
HCV,HCV_13,E1,0.2812,0.064,0.220024
HCV,HCV_13,E2,0.3433,0.12,0.220024
HCV,HCV_13,NS2,0.3388,0.072,0.220024
HCV,HCV_13,NS3_prot-hel,0.0865,0.209,0.220024
HCV,HCV_13,NS4A,0.3385,0.018,0.220024
HCV,HCV_13,NS4B,0.1248,0.087,0.220024
HCV,HCV_13,NS5A,0.2983,0.149,0.220024
HCV,HCV_13,NS5B_RdRp,0.1994,0.196,0.220024
HCV,HCV_13,p7,0.4179,0.021,0.220024
HCV,HCV_2,C,0.1664,0.063,0.2032683
HCV,HCV_2,E1,0.2514,0.064,0.2032683
HCV,HCV_2,E2,0.3749,0.12,0.2032683
HCV,HCV_2,NS2,0.1678,0.072,0.2032683
HCV,HCV_2,NS3_prot-hel,0.1426,0.209,0.2032683
HCV,HCV_2,NS4A,0.0248,0.018,0.2032683
HCV,HCV_2,NS4B,0.1598,0.087,0.2032683
HCV,HCV_2,NS5A,0.2381,0.149,0.2032683
HCV,HCV_2,NS5B_RdRp,0.177,0.196,0.2032683
HCV,HCV_2,p7,0.2526,0.021,0.2032683
HCV,HCV_3,C,0.1792,0.063,0.2259026
HCV,HCV_3,E1,0.2634,0.064,0.2259026
HCV,HCV_3,E2,0.3156,0.12,0.2259026
HCV,HCV_3,NS2,0.2843,0.072,0.2259026
HCV,HCV_3,NS3_prot-hel,0.1283,0.209,0.2259026
HCV,HCV_3,NS4A,0.0314,0.018,0.2259026
HCV,HCV_3,NS4B,0.2212,0.087,0.2259026
HCV,HCV_3,NS5A,0.3036,0.149,0.2259026
HCV,HCV_3,NS5B_RdRp,0.2179,0.196,0.2259026
HCV,HCV_3,p7,0.2307,0.021,0.2259026
HCV,HCV_4,C,0.1644,0.063,0.209989
HCV,HCV_4,E1,0.2216,0.064,0.209989
HCV,HCV_4,E2,0.3327,0.12,0.209989
HCV,HCV_4,NS2,0.3139,0.072,0.209989
HCV,HCV_4,NS3_prot-hel,0.1488,0.209,0.209989
HCV,HCV_4,NS4A,0.2418,0.018,0.209989
HCV,HCV_4,NS4B,0.1126,0.087,0.209989
HCV,HCV_4,NS5A,0.2432,0.149,0.209989
HCV,HCV_4,NS5B_RdRp,0.1849,0.196,0.209989
HCV,HCV_4,p7,0.2476,0.021,0.209989
HCV,HCV_5,C,0.2085,0.063,0.2166256
HCV,HCV_5,E1,0.3117,0.064,0.2166256
HCV,HCV_5,E2,0.306,0.12,0.2166256
HCV,HCV_5,NS2,0.326,0.072,0.2166256
HCV,HCV_5,NS3_prot-hel,0.1321,0.209,0.2166256
HCV,HCV_5,NS4A,0.1508,0.018,0.2166256
HCV,HCV_5,NS4B,0.1179,0.087,0.2166256
HCV,HCV_5,NS5A,0.2415,0.149,0.2166256
HCV,HCV_5,NS5B_RdRp,0.2087,0.196,0.2166256
HCV,HCV_5,p7,0.28,0.021,0.2166256
HCV,HCV_6,C,0.2167,0.063,0.1805004
HCV,HCV_6,E1,0.27,0.064,0.1805004
HCV,HCV_6,E2,0.2565,0.12,0.1805004
HCV,HCV_6,NS2,0.2954,0.072,0.1805004
HCV,HCV_6,NS3_prot-hel,0.0796,0.209,0.1805004
HCV,HCV_6,NS4A,0.1604,0.018,0.1805004
HCV,HCV_6,NS4B,0.0571,0.087,0.1805004
HCV,HCV_6,NS5A,0.2009,0.149,0.1805004
HCV,HCV_6,NS5B_RdRp,0.1968,0.196,0.1805004
HCV,HCV_6,p7,0.2153,0.021,0.1805004
HCV,HCV_7,C,0.1418,0.063,0.2086076
HCV,HCV_7,E1,0.2563,0.064,0.2086076
HCV,HCV_7,E2,0.2898,0.12,0.2086076
HCV,HCV_7,NS2,0.3136,0.072,0.2086076
HCV,HCV_7,NS3_prot-hel,0.0961,0.209,0.2086076
HCV,HCV_7,NS4A,0.1892,0.018,0.2086076
HCV,HCV_7,NS4B,0.1741,0.087,0.2086076
HCV,HCV_7,NS5A,0.2792,0.149,0.2086076
HCV,HCV_7,NS5B_RdRp,0.2005,0.196,0.2086076
HCV,HCV_7,p7,0.3038,0.021,0.2086076
HCV,HCV_8,C,0.0946,0.063,0.2349266
HCV,HCV_8,E1,0.3433,0.064,0.2349266
HCV,HCV_8,E2,0.3175,0.12,0.2349266
HCV,HCV_8,NS2,0.3946,0.072,0.2349266
HCV,HCV_8,NS3_prot-hel,0.1518,0.209,0.2349266
HCV,HCV_8,NS4A,0.2394,0.018,0.2349266
HCV,HCV_8,NS4B,0.3374,0.087,0.2349266
HCV,HCV_8,NS5A,0.2446,0.149,0.2349266
HCV,HCV_8,NS5B_RdRp,0.1679,0.196,0.2349266
HCV,HCV_8,p7,0.2734,0.021,0.2349266
HCV,HCV_9,C,0.0898,0.063,0.20153
HCV,HCV_9,E1,0.2433,0.064,0.20153
HCV,HCV_9,E2,0.3339,0.12,0.20153
HCV,HCV_9,NS2,0.3828,0.072,0.20153
HCV,HCV_9,NS3_prot-hel,0.0546,0.209,0.20153
HCV,HCV_9,NS4A,0.223,0.018,0.20153
HCV,HCV_9,NS4B,0.208,0.087,0.20153
HCV,HCV_9,NS5A,0.2639,0.149,0.20153
HCV,HCV_9,NS5B_RdRp,0.1657,0.196,0.20153
HCV,HCV_9,p7,0.3501,0.021,0.20153
HCV,HCV_main,C,0.1297,0.063,0.072963
HCV,HCV_main,E1,0.08725,0.064,0.072963
HCV,HCV_main,E2,0.0757,0.12,0.072963
HCV,HCV_main,NS2,0.09315,0.072,0.072963
HCV,HCV_main,NS3_prot-hel,0.03045,0.209,0.072963
HCV,HCV_main,NS4A,0.03915,0.018,0.072963
HCV,HCV_main,NS4B,0.04285,0.087,0.072963
HCV,HCV_main,NS5A,0.07615,0.149,0.072963
HCV,HCV_main,NS5B_RdRp,0.09885,0.196,0.072963
HCV,HCV_main,p7,0.09045,0.021,0.072963
HCV,HCV_sub1,C,0.1262,0.063,0.1063787
HCV,HCV_sub1,E1,0.1772,0.064,0.1063787
HCV,HCV_sub1,E2,0.1065,0.12,0.1063787
HCV,HCV_sub1,NS2,0.14455,0.072,0.1063787
HCV,HCV_sub1,NS3_prot-hel,0.0402,0.209,0.1063787
HCV,HCV_sub1,NS4A,0.1039,0.018,0.1063787
HCV,HCV_sub1,NS4B,0.03905,0.087,0.1063787
HCV,HCV_sub1,NS5A,0.12675,0.149,0.1063787
HCV,HCV_sub1,NS5B_RdRp,0.1458,0.196,0.1063787
HCV,HCV_sub1,p7,0.1318,0.021,0.1063787
HCV,HCV_sub2and5,C,0.1275,0.063,0.0896145
HCV,HCV_sub2and5,E1,0.1162,0.064,0.0896145
HCV,HCV_sub2and5,E2,0.1126,0.12,0.0896145
HCV,HCV_sub2and5,NS2,0.132,0.072,0.0896145
HCV,HCV_sub2and5,NS3_prot-hel,0.0356,0.209,0.0896145
HCV,HCV_sub2and5,NS4A,0.0774,0.018,0.0896145
HCV,HCV_sub2and5,NS4B,0.039,0.087,0.0896145
HCV,HCV_sub2and5,NS5A,0.09,0.149,0.0896145
HCV,HCV_sub2and5,NS5B_RdRp,0.1177,0.196,0.0896145
HCV,HCV_sub2and5,p7,0.1154,0.021,0.0896145
HCV,HCV_sub3,C,0.1689,0.063,0.11289675
HCV,HCV_sub3,E1,0.12935,0.064,0.11289675
HCV,HCV_sub3,E2,0.1915,0.12,0.11289675
HCV,HCV_sub3,NS2,0.1081,0.072,0.11289675
HCV,HCV_sub3,NS3_prot-hel,0.0469,0.209,0.11289675
HCV,HCV_sub3,NS4A,0.0268,0.018,0.11289675
HCV,HCV_sub3,NS4B,0.0637,0.087,0.11289675
HCV,HCV_sub3,NS5A,0.1112,0.149,0.11289675
HCV,HCV_sub3,NS5B_RdRp,0.14425,0.196,0.11289675
HCV,HCV_sub3,p7,0.12125,0.021,0.11289675
HCV,HCV_sub4,C,0.12855,0.063,0.09073425
HCV,HCV_sub4,E1,0.101,0.064,0.09073425
HCV,HCV_sub4,E2,0.09435,0.12,0.09073425
HCV,HCV_sub4,NS2,0.1478,0.072,0.09073425
HCV,HCV_sub4,NS3_prot-hel,0.04035,0.209,0.09073425
HCV,HCV_sub4,NS4A,0.04355,0.018,0.09073425
HCV,HCV_sub4,NS4B,0.0404,0.087,0.09073425
HCV,HCV_sub4,NS5A,0.1061,0.149,0.09073425
HCV,HCV_sub4,NS5B_RdRp,0.1176,0.196,0.09073425
HCV,HCV_sub4,p7,0.12465,0.021,0.09073425
HCV,HCV_sub6,C,0.0966,0.063,0.0653072
HCV,HCV_sub6,E1,0.0803,0.064,0.0653072
HCV,HCV_sub6,E2,0.0641,0.12,0.0653072
HCV,HCV_sub6,NS2,0.0873,0.072,0.0653072
HCV,HCV_sub6,NS3_prot-hel,0.02405,0.209,0.0653072
HCV,HCV_sub6,NS4A,0.03325,0.018,0.0653072
HCV,HCV_sub6,NS4B,0.03785,0.087,0.0653072
HCV,HCV_sub6,NS5A,0.0719,0.149,0.0653072
HCV,HCV_sub6,NS5B_RdRp,0.0928,0.196,0.0653072
HCV,HCV_sub6,p7,0.1088,0.021,0.0653072
HCVr,HCVr_1,C,0.1751,0.063,0.139277
HCVr,HCVr_1,E1,0.213,0.064,0.139277
HCVr,HCVr_1,E2,0.1601,0.12,0.139277
HCVr,HCVr_1,NS2,0.2273,0.072,0.139277
HCVr,HCVr_1,NS3_prot-hel,0.0498,0.209,0.139277
HCVr,HCVr_1,NS4A,0.2225,0.018,0.139277
HCVr,HCVr_1,NS4B,0.0411,0.087,0.139277
HCVr,HCVr_1,NS5A,0.1212,0.149,0.139277
HCVr,HCVr_1,NS5B_RdRp,0.2003,0.196,0.139277
HCVr,HCVr_1,p7,0.1776,0.021,0.139277
HCVr,HCVr_10,C,0.0858,0.063,0.2404931
HCVr,HCVr_10,E1,0.3644,0.064,0.2404931
HCVr,HCVr_10,E2,0.3029,0.12,0.2404931
HCVr,HCVr_10,NS2,0.4657,0.072,0.2404931
HCVr,HCVr_10,NS3_prot-hel,0.1009,0.209,0.2404931
HCVr,HCVr_10,NS4A,0.2206,0.018,0.2404931
HCVr,HCVr_10,NS4B,0.4387,0.087,0.2404931
HCVr,HCVr_10,NS5A,0.2272,0.149,0.2404931
HCVr,HCVr_10,NS5B_RdRp,0.2003,0.196,0.2404931
HCVr,HCVr_10,p7,0.2643,0.021,0.2404931
HCVr,HCVr_11,C,0.164,0.063,0.2552376
HCVr,HCVr_11,E1,0.35,0.064,0.2552376
HCVr,HCVr_11,E2,0.3609,0.12,0.2552376
HCVr,HCVr_11,NS2,0.3201,0.072,0.2552376
HCVr,HCVr_11,NS3_prot-hel,0.2139,0.209,0.2552376
HCVr,HCVr_11,NS4A,0.1899,0.018,0.2552376
HCVr,HCVr_11,NS4B,0.2061,0.087,0.2552376
HCVr,HCVr_11,NS5A,0.3175,0.149,0.2552376
HCVr,HCVr_11,NS5B_RdRp,0.191,0.196,0.2552376
HCVr,HCVr_11,p7,0.2549,0.021,0.2552376
HCVr,HCVr_12,C,0.1374,0.063,0.2243117
HCVr,HCVr_12,E1,0.2926,0.064,0.2243117
HCVr,HCVr_12,E2,0.3449,0.12,0.2243117
HCVr,HCVr_12,NS2,0.3654,0.072,0.2243117
HCVr,HCVr_12,NS3_prot-hel,0.0828,0.209,0.2243117
HCVr,HCVr_12,NS4A,0.3103,0.018,0.2243117
HCVr,HCVr_12,NS4B,0.1546,0.087,0.2243117
HCVr,HCVr_12,NS5A,0.2958,0.149,0.2243117
HCVr,HCVr_12,NS5B_RdRp,0.2062,0.196,0.2243117
HCVr,HCVr_12,p7,0.4001,0.021,0.2243117
HCVr,HCVr_13,C,0.1631,0.063,0.1876019
HCVr,HCVr_13,E1,0.2572,0.064,0.1876019
HCVr,HCVr_13,E2,0.3033,0.12,0.1876019
HCVr,HCVr_13,NS2,0.3594,0.072,0.1876019
HCVr,HCVr_13,NS3_prot-hel,0.0683,0.209,0.1876019
HCVr,HCVr_13,NS4A,0.0541,0.018,0.1876019
HCVr,HCVr_13,NS4B,0.0654,0.087,0.1876019
HCVr,HCVr_13,NS5A,0.2129,0.149,0.1876019
HCVr,HCVr_13,NS5B_RdRp,0.2027,0.196,0.1876019
HCVr,HCVr_13,p7,0.2954,0.021,0.1876019
HCVr,HCVr_2,C,0.2064,0.063,0.2363586
HCVr,HCVr_2,E1,0.2973,0.064,0.2363586
HCVr,HCVr_2,E2,0.3902,0.12,0.2363586
HCVr,HCVr_2,NS2,0.2836,0.072,0.2363586
HCVr,HCVr_2,NS3_prot-hel,0.1859,0.209,0.2363586
HCVr,HCVr_2,NS4A,0.02,0.018,0.2363586
HCVr,HCVr_2,NS4B,0.1725,0.087,0.2363586
HCVr,HCVr_2,NS5A,0.2449,0.149,0.2363586
HCVr,HCVr_2,NS5B_RdRp,0.2115,0.196,0.2363586
HCVr,HCVr_2,p7,0.2343,0.021,0.2363586
HCVr,HCVr_3,C,0.1716,0.063,0.21693765
HCVr,HCVr_3,E1,0.27375,0.064,0.21693765
HCVr,HCVr_3,E2,0.3598,0.12,0.21693765
HCVr,HCVr_3,NS2,0.3303,0.072,0.21693765
HCVr,HCVr_3,NS3_prot-hel,0.08745,0.209,0.21693765
HCVr,HCVr_3,NS4A,0.2732,0.018,0.21693765
HCVr,HCVr_3,NS4B,0.1097,0.087,0.21693765
HCVr,HCVr_3,NS5A,0.3032,0.149,0.21693765
HCVr,HCVr_3,NS5B_RdRp,0.1889,0.196,0.21693765
HCVr,HCVr_3,p7,0.3195,0.021,0.21693765
HCVr,HCVr_4,C,0.2291,0.063,0.2009623
HCVr,HCVr_4,E1,0.2545,0.064,0.2009623
HCVr,HCVr_4,E2,0.2998,0.12,0.2009623
HCVr,HCVr_4,NS2,0.304,0.072,0.2009623
HCVr,HCVr_4,NS3_prot-hel,0.1227,0.209,0.2009623
HCVr,HCVr_4,NS4A,0.2451,0.018,0.2009623
HCVr,HCVr_4,NS4B,0.1143,0.087,0.2009623
HCVr,HCVr_4,NS5A,0.2042,0.149,0.2009623
HCVr,HCVr_4,NS5B_RdRp,0.1901,0.196,0.2009623
HCVr,HCVr_4,p7,0.2234,0.021,0.2009623
HCVr,HCVr_5,C,0.14245,0.063,0.20914645
HCVr,HCVr_5,E1,0.2606,0.064,0.20914645
HCVr,HCVr_5,E2,0.28995,0.12,0.20914645
HCVr,HCVr_5,NS2,0.31115,0.072,0.20914645
HCVr,HCVr_5,NS3_prot-hel,0.0929,0.209,0.20914645
HCVr,HCVr_5,NS4A,0.19415,0.018,0.20914645
HCVr,HCVr_5,NS4B,0.1695,0.087,0.20914645
HCVr,HCVr_5,NS5A,0.28105,0.149,0.20914645
HCVr,HCVr_5,NS5B_RdRp,0.20525,0.196,0.20914645
HCVr,HCVr_5,p7,0.31115,0.021,0.20914645
HCVr,HCVr_6,C,0.2107,0.063,0.2156141
HCVr,HCVr_6,E1,0.3119,0.064,0.2156141
HCVr,HCVr_6,E2,0.3055,0.12,0.2156141
HCVr,HCVr_6,NS2,0.3264,0.072,0.2156141
HCVr,HCVr_6,NS3_prot-hel,0.1276,0.209,0.2156141
HCVr,HCVr_6,NS4A,0.1523,0.018,0.2156141
HCVr,HCVr_6,NS4B,0.1168,0.087,0.2156141
HCVr,HCVr_6,NS5A,0.2429,0.149,0.2156141
