subalignment	id
H3N2d100	MN538426
H3N2d100	MK363345
H3N2d100	MH602066
H3N2d100	MN787820
H3N2d100	MH307015
H3N2d100	MN538629
H3N2d100	MN568135
H3N2d100	MK502752
H3N2d100	MH601434
H3N2d100	MH779045
H3N2d100	MK159859
H3N2d100	MN055465
H3N2d100	MN538634
H3N2d100	MK744792
H3N2d100	MH294885
H3N2d100	KU591318
H3N2d100	MF195737
H3N2d100	KU592165
H3N2d100	KY090044
H3N2d100	CY193865
H3N2d100	MF993040
H3N2d100	CY193927
H3N2d100	KT840120
H3N2d100	CY193336
H3N2d100	KY089292
H3N2d100	CY193419
H3N2d100	KX413769
H3N2d100	KT842858
H3N2d100	KY487352
H3N2d100	KT843433
H3N2d100	KY681573
H3N2d100	KY089760
H3N2d100	CY253554
H3N2d100	CY253514
H3N2d100	CY253914
H3N2d100	CY253898
H3N2d100	CY254345
H3N2d100	KT843857
H3N2d100	KX415576
H3N2d100	KX412918
H3N2d100	CY210314
H3N2d100	KU558970
H3N2d100	KU558977
H3N2d100	CY253586
H3N2d100	KU558954
H3N2d100	CY254178
H3N2d100	KT843528
H3N2d100	CY252447
H3N2d100	KY681577
H3N2d100	KT842604
H3N2d100	CY253362
H3N2d100	MK641764
H3N2d100	CY208355
H3N2d100	KY583590
H3N2d100	KY003550
H3N2d100	KX416024
H3N2d100	CY208286
H3N2d100	KX416624
H3N2d100	CY210237
H3N2d100	CY212498
H3N2d100	KX416344
H3N2d100	KX415224
H3N2d100	KU322278
H3N2d100	CY207491
H3N2d100	CY193829
H3N2d100	KT842339
H3N2d100	CY252559
H3N2d100	KU289628
H3N2d100	KU289633
H3N2d100	KU729487
H3N2d100	KP701695
H3N2d100	KT841441
H3N2d100	CY253018
H3N2d100	CY193676
H3N2d100	MF113168
H3N2d100	KU289606
H3N2d100	KY075838
H3N2d100	KT839530
H3N2d100	KM064115
H3N2d100	KT842670
H3N2d100	KT205854
H3N2d100	KY328771
H3N2d100	KY288898
H3N2d100	KT842475
H3N2d100	CY252063
H3N2d100	KU289609
H3N2d100	KT842311
H3N2d100	CY207763
H3N2d100	CY193785
H3N2d100	CY193514
H3N2d100	MF993045
H3N2d100	CY193646
H3N2d100	CY193425
H3N2d100	KY487322
H3N2d100	KT839669
H3N2d100	KY487630
H3N2d100	KU558940
H3N2d100	CY253426
H3N2d100	KT841418
H3N2d100	CY253146
H3N2d100	MF806851
H3N2d100	KU729488
H3N2d100	CY253746
H3N2d100	CY252791
H3N2d100	CY252119
H3N2d100	KY328779
H3N2d100	KT840688
H3N2d100	CY193792
H3N2d100	CY252879
H3N2d100	CY194012
H3N2d100	MK381475
H3N2d100	KT843447
H3N2d100	KU558957
H3N2d100	CY252439
H3N2d100	CY252986
H3N2d100	KY116951
H3N2d100	MF113175
H3N2d100	MF113179
H3N2d100	KT843755
H3N2d100	CY254074
H3N2d100	CY253314
H3N2d100	MK641786
H3N2d100	KT843655
H3N2d100	MF593716
H3N2d100	CY253610
H3N2d100	KY273056
H3N2d100	KU590625
H3N2d100	KY681574
H3N2d100	KY487270
H3N2d100	CY252295
H3N2d100	KU558960
H3N2d100	KY273062
H3N2d100	CY253618
H3N2d100	CY253066
H3N2d100	KU590380
H3N2d100	CY253482
H3N2d100	KX415592
H3N2d100	KX917052
H3N2d100	KU591203
H3N2d100	KT843063
H3N2d100	CY254641
H3N2d100	KX414833
H3N2d100	CY254226
H3N2d100	KY926181
H3N2d100	KY935467
H3N2d100	KY273061
H3N2d100	CY253346
H3N2d100	KP877359
H3N2d100	KT843469
H3N2d100	CY253634
H3N2d100	KY044273
H3N2d100	KX414225
H3N2d100	KX415256
H3N2d100	KX414201
H3N2d100	CY253402
H3N2d100	CY253570
H3N2d100	KU289617
H3N2d100	KY273060
H3N2d100	KY273057
H3N2d100	KY273058
H3N2d100	KT836179
H3N2d100	CY193967
H3N2d100	KX413489
H3N2d100	KX413425
H3N2d100	KX885896
H3N2d100	KX412037
H3N2d100	KT843340
H3N2d100	CY193579
H3N2d100	KT842873
H3N2d100	KY089770
H3N2d100	KU558963
H3N2d100	CY255353
H3N2d100	KY116094
H3N2d100	CY255113
H3N2d100	KU558973
H3N2d100	KU558953
H3N2d100	CY193953
H3N2d100	KX917404
H3N2d100	CY254130
H3N2d100	KX415264
H3N2d100	KU558967
H3N2d100	KY615543
H3N2d100	KU558952
H3N2d100	CY193406
H3N2d100	KU289621
H3N2d100	KU289618
H3N2d100	KP701666
H3N2d100	MF807012
H3N2d100	KY328775
H3N2d100	KU590595
H3N2d100	CY193915
H3N2d100	CY253890
H3N2d100	KX003377
H3N2d100	KX414329
H3N2d100	KX413142
H3N2d100	KY872762
H3N2d100	MN251765
H3N2d100	KX415968
H3N2d100	CY252607
H3N2d100	KT842876
H3N2d100	CY193765
H3N2d100	CY193583
H3N2d100	CY254194
H3N2d100	CY253842
H3N2d100	KX223763
H3N2d100	MN569991
H3N2d100	MH637444
H3N2d100	MH729429
H3N2d100	CY234698
H3N2d100	MH701668
H3N2d100	CY245070
H3N2d100	MH216371
H3N2d100	KY949955
H3N2d100	MN570631
H3N2d100	CY227422
H3N2d100	MN299901
H3N2d100	MH347048
H3N2d100	MG914155
H3N2d100	CY247134
H3N2d100	CY266647
H3N2d100	MG431375
H3N2d100	MF599430
H3N2d100	MG431387
H3N2d100	MG431385
H3N2d100	MF599428
H3N2d100	MG431389
H3N2d100	MH216458
H3N2d100	MH083064
H3N2d100	MH586380
H3N2d100	MK502464
H3N2d100	MN570223
H3N2d100	MH201529
H3N2d100	MN568151
H3N2d100	MH201519
H3N2d100	MH328005
H3N2d100	MH201524
H3N2d100	MH201520
H3N2d100	MH201469
H3N2d100	MK898765
H3N2d100	MH201468
H3N2d100	MN573663
H3N2d100	MH201523
H3N2d100	MH201583
H3N2d100	CY250547
H3N2d100	MG889766
H3N2d100	CY255169
H3N2d100	CY244070
H3N2d100	KY950007
H3N2d100	CY242326
H3N2d100	MH778996
H3N2d100	MH637795
H3N2d100	MH201522
H3N2d100	MH201582
H3N2d100	CY228869
H3N2d100	CY234466
H3N2d100	MH216456
H3N2d100	MG021155
H3N2d100	MN573583
H3N2d100	MN299896
H3N2d100	CY225374
H3N2d100	MN568543
H3N2d100	CY212738
H3N2d100	MN572175
H3N2d100	CY235744
H3N2d100	CY235688
H3N2d100	CY228861
H3N2d100	CY220639
H3N2d100	CY230221
H3N2d100	MN299890
H3N2d100	MH701692
H3N2d100	CY228773
H3N2d100	CY227742
H3N2d100	CY220303
H3N2d100	MH216326
H3N2d100	CY235776
H3N2d100	MN299788
H3N2d100	CY218929
H3N2d100	CY216713
H3N2d100	MN250829
H3N2d100	MN571719
H3N2d100	MN571575
H3N2d100	KY949820
H3N2d100	CY244553
H3N2d100	CY234216
H3N2d100	CY232356
H3N2d100	KY289326
H3N2d100	CY254433
H3N2d100	CY223125
H3N2d100	CY255417
H3N2d100	CY259383
H3N2d100	MN538394
H3N2d100	CY234834
H3N2d100	CY260857
H3N2d100	MN250844
H3N2d100	MN568335
H3N2d100	MF182474
H3N2d100	MN299919
H3N2d100	MN573495
H3N2d100	CY234982
H3N2d100	CY261439
H3N2d100	MH201533
H3N2d100	MK027694
H3N2d100	MN247274
H3N2d100	MN000542
H3N2d100	MT168829
H3N2d100	MN424187
H3N2d100	MK742941
H3N2d100	MK474907
H3N2d100	MK869347
H3N2d100	MK623092
H3N2d100	MK474861
H3N2d100	MK744912
H3N2d100	MK624235
H3N2d100	MN061115
H3N2d100	MK159804
H3N2d100	MN819947
H3N2d100	MN055136
H3N2d100	MN975994
H3N2d100	MK474845
H3N2d100	CY264870
H3N2d100	MH127241
H3N2d100	MN638515
H3N2d100	MN947761
H3N2d100	MK398599
H3N2d100	MK168538
H3N2d100	MT031307
H3N2d100	MT499725
H3N2d100	MT467091
H3N2d100	MT342258
H3N2d100	MT342696
H3N2d100	MT168758
H3N2d100	MN820251
H3N2d100	MT306600
H3N2d100	MN819885
H3N2d100	MH126585
H3N2d100	MT245339
H3N2d100	MT246009
H3N2d100	MT245412
H3N2d100	MN975595
H3N2d100	MT245738
H3N2d100	MT245706
H3N2d100	MK241396
H3N2d100	MN572903
H3N2d100	MN573007
H3N2d100	MN571311
H3N2d100	MK744904
H3N2d100	MH201587
H3N2d100	MK381501
H3N2d100	MG914227
H3N2d100	MH885214
H3N2d100	MG830948
H3N2d100	CY223934
H3N2d100	CY234874
H3N2d100	MG984441
H3N2d100	MN573119
H3N2d100	MH127021
H3N2d100	MN571079
H3N2d100	MG984425
H3N2d100	MN826673
H3N2d100	MN594910
H3N2d100	MK077376
H3N2d100	MN569807
H3N2d100	MN570295
H3N2d100	MH898197
H3N2d100	MK181867
H3N2d100	MK181751
H3N2d100	MN570599
H3N2d100	MN570399
H3N2d100	MN573207
H3N2d100	MN571135
H3N2d100	CY234996
H3N2d100	MH201580
H3N2d100	MN568399
H3N2d100	MN538402
H3N2d100	MG889817
H3N2d100	MN571359
H3N2d100	CY264409
H3N2d100	MG974948
H3N2d100	MH307034
H3N2d100	MN569047
H3N2d100	MN570207
H3N2d100	MN571303
H3N2d100	MH201591
H3N2d100	MN568895
H3N2d100	MH201521
H3N2d100	MN569671
H3N2d100	MN573255
H3N2d100	MH443532
H3N2d100	CY261535
H3N2d100	MK772072
H3N2d100	MN570647
H3N2d100	MK745064
H3N2d100	MK363380
H3N2d100	MN570919
H3N2d100	CY222949
H3N2d100	CY243447
H3N2d100	MF182464
H3N2d100	MH347113
H3N2d100	MH216511
H3N2d100	KX916316
H3N2d100	CY258975
H3N2d100	CY254777
H3N2d100	CY255257
H3N2d100	CY254769
H3N2d100	MN571567
H3N2d100	MH346769
H3N2d100	CY255241
H3N2d100	CY212818
H3N2d100	KY328772
H3N2d100	MH669421
H3N2d100	MH586180
H3N2d100	MN000848
H3N2d100	MH358465
H3N2d100	MN572831
H3N2d100	MH601938
H3N2d100	MK240671
H3N2d100	MH216340
H3N2d100	CY215146
H3N2d100	CY216625
H3N2d100	CY255065
H3N2d100	CY215106
H3N2d100	CY221870
H3N2d100	MN299574
H3N2d100	KY949902
H3N2d100	CY235021
H3N2d100	MH216463
H3N2d100	MF113181
H3N2d100	CY220583
H3N2d100	CY230682
H3N2d100	MH898181
H3N2d100	CY208296
H3N2d100	CY254305
H3N2d100	CY244095
H3N2d100	MG572441
H3N2d100	MH798486
H3N2d100	CY254202
H3N2d100	KX917764
H3N2d100	CY254393
H3N2d100	KX916500
H3N2d100	CY209850
H3N2d100	KX918220
H3N2d100	MN571063
H3N2d100	MK745048
H3N2d100	MH602146
H3N2d100	MH126801
H3N2d100	MH307319
H3N2d100	CY265021
H3N2d100	MH669603
H3N2d100	MK077308
H3N2d100	MG889719
H3N2d100	MK401384
H3N2d100	MH307335
H3N2d100	MN538668
H3N2d100	MH126569
H3N2d100	MN538662
H3N2d100	MN538588
H3N2d100	MH081850
H3N2d100	MH081932
H3N2d100	MH306784
H3N2d100	MK382020
H3N2d100	MK240804
H3N2d100	MH637645
H3N2d100	MH082421
H3N2d100	MH637711
H3N2d100	MN538653
H3N2d100	KX414825
H3N2d100	MK960572
H3N2d100	MH898341
H3N2d100	MH306999
H3N2d100	MN572983
H3N2d100	MH358614
H3N2d100	MH798358
H3N2d100	MK576226
H3N2d100	MK763872
H3N2d100	MK554970
H3N2d100	MN568391
H3N2d100	MN571527
H3N2d100	MH586300
H3N2d100	MN054168
H3N2d100	MK363475
H3N2d100	MK363611
H3N2d100	MN568159
H3N2d100	MN054567
H3N2d100	MH601017
H3N2d100	MH586468
H3N2d100	MK401388
H3N2d100	MH600769
H3N2d100	MH600721
H3N2d100	MN054236
H3N2d100	MG889739
H3N2d100	KY003432
H3N2d100	CY264713
H3N2d100	MH216546
H3N2d100	MH216453
H3N2d100	KY583642
H3N2d100	MH216254
H3N2d100	KY289332
H3N2d100	KY044154
H3N2d100	CY234885
H3N2d100	KX916812
H3N2d100	CY244386
H3N2d100	KX917148
H3N2d100	CY255321
H3N2d100	CY227150
H3N2d100	KY486345
H3N2d100	CY226998
H3N2d100	CY210631
H3N2d100	CY257298
H3N2d100	CY232540
H3N2d100	CY245198
H3N2d100	CY243431
H3N2d100	CY254401
H3N2d100	KY273051
H3N2d100	CY254921
H3N2d100	KX416048
H3N2d100	KY115862
H3N2d100	MH346682
H3N2d100	MH201585
H3N2d100	CY212970
H3N2d100	CY223293
H3N2d100	CY244253
H3N2d100	KY486356
H3N2d100	CY224022
H3N2d100	CY243882
H3N2d100	CY234506
H3N2d100	CY230530
H3N2d100	MN299548
H3N2d100	MN300045
H3N2d100	CY235022
H3N2d100	MH216512
H3N2d100	MN299478
H3N2d100	KY116406
H3N2d100	CY255505
H3N2d100	CY223245
H3N2d100	CY254705
H3N2d100	MH201586
H3N2d100	MN571967
H3N2d100	MH216239
H3N2d100	CY243439
H3N2d100	CY259231
H3N2d100	CY254817
H3N2d100	CY244257
H3N2d100	MH347135
H3N2d100	KY583627
H3N2d100	MN570847
H3N2d100	KY116286
H3N2d100	MH346536
H3N2d100	CY210751
H3N2d100	MN570735
H3N2d100	MH347117
H3N2d100	KX416152
H3N2d100	CY254034
H3N2d100	MF673234
H3N2d100	KX416064
H3N2d100	CY254849
H3N2d100	MN299952
H3N2d100	MN299954
H3N2d100	CY235007
H3N2d100	CY227918
H3N2d100	CY254665
H3N2d100	CY255465
H3N2d100	MH216449
H3N2d100	MN299772
H3N2d100	CY214954
H3N2d100	MN299809
H3N2d100	KY116206
H3N2d100	CY234967
H3N2d100	CY255265
H3N2d100	KY486344
H3N2d100	CY243899
H3N2d100	CY254441
H3N2d100	MF673268
H3N2d100	CY255193
H3N2d100	CY238425
H3N2d100	KX916828
H3N2d100	CY254961
H3N2d100	CY226727
H3N2d100	CY254881
H3N2d100	CY254873
H3N2d100	MF593723
H3N2d100	KY116959
H3N2d100	CY244279
H3N2d100	KX916324
H3N2d100	CY217906
H3N2d100	KF790297
H3N2d100	MH216500
H3N2d100	KT835922
H3N2d100	EU857087
H3N2d100	CY100276
H3N2d100	EU856942
H3N2d100	CY038583
H3N2d100	EU857083
H3N2d100	KM821332
H3N2d100	CY038967
H3N2d100	MN055426
H3N2d100	AB761206
H3N2d100	EF568927
H3N2d100	CY002914
H3N2d100	CY118762
H3N2d100	CY038623
H3N2d100	EU857024
H3N2d100	JN617981
H3N2d100	CY105310
H3N2d100	EU103724
H3N2d100	KM821329
H3N2d100	CY105318
H3N2d100	DQ415323
H3N2d100	EF568925
H3N2d100	EF568926
H3N2d100	EU856909
H3N2d100	EU857079
H3N2d100	EU857071
H3N2d100	EU857085
H3N2d100	CY039965
H3N2d100	CY039031
H3N2d100	CY043744
H3N2d100	EU516331
H3N2d100	EU856984
H3N2d100	DQ415326
H3N2d100	KC197824
H3N2d100	MN054473
H3N2d100	CY088086
H3N2d100	CY001640
H3N2d100	EU857030
H3N2d100	CY002520
H3N2d100	EU857039
H3N2d100	EU857026
H3N2d100	EU103784
H3N2d100	EU857029
H3N2d100	CY121448
H3N2d100	CY000957
H3N2d100	EU857055
H3N2d100	CY038951
H3N2d100	DQ415324
H3N2d100	EU103676
H3N2d100	CY007955
H3N2d100	EU103645
H3N2d100	EU857093
H3N2d100	EU103655
H3N2d100	EU103797
H3N2d100	EU103764
H3N2d100	CY025485
H3N2d100	EU103737
H3N2d100	KM978058
H3N2d100	CY105430
H3N2d100	EU103670
H3N2d100	CY006139
H3N2d100	CY039966
H3N2d100	CY039963
H3N2d100	CY039961
H3N2d100	CY039962
H3N2d100	CY007483
H3N2d100	CY091005
H3N2d100	CY091525
H3N2d100	CY008436
H3N2d100	CY015628
H3N2d100	CY014095
H3N2d100	CY006147
H3N2d100	CY002032
H3N2d100	CY002064
H3N2d100	CY100220
H3N2d100	EU103747
H3N2d100	KM438088
H3N2d100	KM438093
H3N2d100	KM438086
H3N2d100	CY118802
H3N2d100	EU103814
H3N2d100	CY015988
H3N2d100	CY091437
H3N2d100	CY118810
H3N2d100	CY118770
H3N2d100	KM821335
H3N2d100	EU857082
H3N2d100	CY003664
H3N2d100	CY002216
H3N2d100	CY003640
H3N2d100	CY091333
H3N2d100	CY014015
H3N2d100	CY040314
H3N2d100	CY039047
H3N2d100	KJ855387
H3N2d100	DQ415322
H3N2d100	CY032961
H3N2d100	EU856940
H3N2d100	CY017957
H3N2d100	CY112957
H3N2d100	DQ089636
H3N2d100	CY105254
H3N2d100	CY105214
H3N2d100	CY105206
H3N2d100	CY112933
H3N2d100	EU857066
H3N2d100	AY531042
H3N2d100	CY000785
H3N2d100	CY000909
H3N2d100	CY001341
H3N2d100	CY015860
H3N2d100	CY090973
H3N2d100	CY092108
H3N2d100	CY000033
H3N2d100	EU856936
H3N2d100	EU857059
H3N2d100	KM821310
H3N2d100	JN617982
H3N2d100	EU856925
H3N2d100	EU856918
H3N2d100	EU857033
H3N2d100	EU856988
H3N2d100	EU856853
H3N2d100	EU856950
H3N2d100	EU856957
H3N2d100	EU856907
H3N2d100	EU856980
H3N2d100	CY000105
H3N2d100	CY105190
H3N2d100	EU857046
H3N2d100	EU856946
H3N2d100	EU857018
H3N2d100	EU856916
H3N2d100	CY105342
H3N2d100	EU856975
H3N2d100	EU856934
H3N2d100	EU856938
H3N2d100	DQ089638
H3N2d100	EU856954
H3N2d100	CY090965
H3N2d100	CY000057
H3N2d100	MN055348
H3N2d100	CY088350
H3N2d100	CY007011
H3N2d100	CY007251
H3N2d100	CY018981
H3N2d100	KM978056
H3N2d100	CY017797
H3N2d100	CY000137
H3N2d100	EU103691
H3N2d100	AY531041
H3N2d100	EU103774
H3N2d100	KM821328
H3N2d100	EU856860
H3N2d100	CY112981
H3N2d100	CY091493
H3N2d100	CY001013
H3N2d100	EU857061
H3N2d100	KM821333
H3N2d100	EU856862
H3N2d100	KJ855379
H3N2d100	EU856861
H3N2d100	DQ249259
H3N2d100	CY105438
H3N2d100	EU103710
H3N2d100	EU103658
H3N2d100	CY001285
H3N2d100	CY009252
H3N2d100	CY000761
H3N2d100	CY088270
H3N2d100	CY000513
H3N2d100	CY117988
H3N2d100	CY038591
H3N2d100	CY118275
H3N2d100	CY088182
H3N2d100	EU103798
H3N2d100	CY088222
H3N2d100	EU103708
H3N2d100	CY088174
H3N2d100	EU103743
H3N2d100	EU103751
H3N2d100	EU103688
H3N2d100	CY088110
H3N2d100	CY104140
H3N2d100	MN054216
H3N2d100	EU103780
H3N2d100	CY088278
H3N2d100	CY104252
H3N2d100	CY090989
H3N2d100	CY020045
H3N2d100	CY104372
H3N2d100	CY105662
H3N2d100	KF533055
H3N2d100	EU103652
H3N2d100	EU103760
H3N2d100	CY118938
H3N2d100	CY118930
H3N2d100	CY121568
H3N2d100	EU021282
H3N2d100	KP456854
H3N2d100	EU516073
H3N2d100	EU199255
H3N2d100	KJ473722
H3N2d100	CY091833
H3N2d100	CY091829
H3N2d100	CY104356
H3N2d100	CY025341
H3N2d100	KP458896
H3N2d100	KP637926
H3N2d100	CY105782
H3N2d100	CY104380
H3N2d100	KP458700
H3N2d100	CY105646
H3N2d100	KJ855475
H3N2d100	CY026147
H3N2d100	CY091053
H3N2d100	CY017107
H3N2d100	EU199359
H3N2d100	KP459036
H3N2d100	KP458977
H3N2d100	CY172767
H3N2d100	KP456563
H3N2d100	EU516047
H3N2d100	EU100702
H3N2d100	EU516052
H3N2d100	CY025747
H3N2d100	CY025859
H3N2d100	CY105654
H3N2d100	EU021272
H3N2d100	CY105678
H3N2d100	EU516034
H3N2d100	CY030205
H3N2d100	CY105670
H3N2d100	CY025907
H3N2d100	CY172775
H3N2d100	KP458300
H3N2d100	EU566973
H3N2d100	CY173111
H3N2d100	CY044828
H3N2d100	KP638222
H3N2d100	KP456683
H3N2d100	CY121528
H3N2d100	CY032509
H3N2d100	CY172871
H3N2d100	EU199344
H3N2d100	EU516032
H3N2d100	EU516076
H3N2d100	EU779510
H3N2d100	EU516033
H3N2d100	EU779508
H3N2d100	EU516218
H3N2d100	KP456222
H3N2d100	KM821343
H3N2d100	EU566995
H3N2d100	EU199375
H3N2d100	EU199370
H3N2d100	KP459364
H3N2d100	KP458370
H3N2d100	EU103653
H3N2d100	KP458649
H3N2d100	CY119042
H3N2d100	KM978061
H3N2d100	KX571022
H3N2d100	CY118075
H3N2d100	KM821340
H3N2d100	CY026251
H3N2d100	EU516054
H3N2d100	EU516053
H3N2d100	KP456218
H3N2d100	KP457611
H3N2d100	JQ988027
H3N2d100	KX431186
H3N2d100	CY104476
H3N2d100	CY105702
H3N2d100	KP456788
H3N2d100	CY092249
H3N2d100	CY105734
H3N2d100	CY172847
H3N2d100	CY105478
H3N2d100	EU199371
H3N2d100	CY118123
H3N2d100	EU625365
H3N2d100	CY118586
H3N2d100	MG856267
H3N2d100	CY172199
H3N2d100	CY006092
H3N2d100	DQ249261
H3N2d100	CY006371
H3N2d100	AB434113
H3N2d100	CY118850
H3N2d100	EU856997
H3N2d100	CY118882
H3N2d100	CY038695
H3N2d100	CY008340
H3N2d100	EU283414
H3N2d100	CY114381
H3N2d100	EU021266
H3N2d100	CY104236
H3N2d100	CY091021
H3N2d100	CY091045
H3N2d100	CY014039
H3N2d100	CY100212
H3N2d100	CY019021
H3N2d100	CY172287
H3N2d100	CY003056
H3N2d100	CY091133
H3N2d100	EU103674
H3N2d100	EU857047
H3N2d100	CY021765
H3N2d100	CY002024
H3N2d100	CY007315
H3N2d100	DQ227423
H3N2d100	CY007307
H3N2d100	CY002408
H3N2d100	CY002905
H3N2d100	EU103794
H3N2d100	CY112989
H3N2d100	CY091013
H3N2d100	CY104220
H3N2d100	MN055449
H3N2d100	CY014031
H3N2d100	CY002192
H3N2d100	CY002424
H3N2d100	EU103753
H3N2d100	EU103647
H3N2d100	EU103671
H3N2d100	KM821338
H3N2d100	CY002008
H3N2d100	CY008356
H3N2d100	EU103703
H3N2d100	CY172223
H3N2d100	EU620763
H3N2d100	EU516031
H3N2d100	CY172271
H3N2d100	CY105358
H3N2d100	CY040338
H3N2d100	CY019325
H3N2d100	CY172311
H3N2d100	EU199252
H3N2d100	CY090981
H3N2d100	CY172343
H3N2d100	CY104348
H3N2d100	CY091061
H3N2d100	EU100715
H3N2d100	EU103807
H3N2d100	KP458707
H3N2d100	CY172215
H3N2d100	CY172415
H3N2d100	CY172463
H3N2d100	CY091533
H3N2d100	KJ855403
H3N2d100	AB434111
H3N2d100	EU103669
H3N2d100	CY172335
H3N2d100	CY091309
H3N2d100	CY016995
H3N2d100	CY118866
H3N2d100	CY172191
H3N2d100	CY172207
H3N2d100	KP458244
H3N2d100	CY040130
H3N2d100	KP458922
H3N2d100	EU857074
H3N2d100	KP457704
H3N2d100	CY039399
H3N2d100	CY039511
H3N2d100	EU199380
H3N2d100	KP458057
H3N2d100	EU516050
H3N2d100	CY049748
H3N2d100	KP457359
H3N2d100	KP638046
H3N2d100	KP637934
H3N2d100	CY118898
H3N2d100	EU857049
H3N2d100	CY091509
H3N2d100	KP458096
H3N2d100	EU516070
H3N2d100	CY117768
H3N2d100	KU182657
H3N2d100	U26830
H3N2d100	KM821288
H3N2d100	CY112589
H3N2d100	CY012128
H3N2d100	CY114101
H3N2d100	CY112677
H3N2d100	CY112629
H3N2d100	CY114069
H3N2d100	CY112877
H3N2d100	CY112548
H3N2d100	CY114045
H3N2d100	CY036903
H3N2d100	CY112492
H3N2d100	CY013168
H3N2d100	CY012736
H3N2d100	CY113981
H3N2d100	CY121325
H3N2d100	CY006331
H3N2d100	CY013192
H3N2d100	CY113749
H3N2d100	CY113517
H3N2d100	U97740
H3N2d100	CY113533
H3N2d100	CY112428
H3N2d100	CY113381
H3N2d100	CY113453
H3N2d100	CY113493
H3N2d100	CY113885
H3N2d100	CY112508
H3N2d100	CY113893
H3N2d100	CY112452
H3N2d100	CY043728
H3N2d100	CY114053
H3N2d100	CY113861
H3N2d100	CY114013
H3N2d100	CY114061
H3N2d100	CY003712
H3N2d100	CY114093
H3N2d100	CY113941
H3N2d100	CY113877
H3N2d100	CY113741
H3N2d100	CY113765
H3N2d100	CY113653
H3N2d100	CY113829
H3N2d100	CY113509
H3N2d100	KM821290
H3N2d100	CY113973
H3N2d100	CY112669
H3N2d100	CY112741
H3N2d100	CY012224
H3N2d100	CY114245
H3N2d100	CY121341
H3N2d100	CY114269
H3N2d100	CY017291
H3N2d100	CY114221
H3N2d100	CY013701
H3N2d100	CY114149
H3N2d100	CY114189
H3N2d100	CY010700
H3N2d100	CY118434
H3N2d100	CY114165
H3N2d100	CY013311
H3N2d100	CY112773
H3N2d100	CY114197
H3N2d100	AB019357
H3N2d100	CY017299
H3N2d100	CY013208
H3N2d100	CY012184
H3N2d100	KM821286
H3N2d100	CY112556
H3N2d100	CY114037
H3N2d100	CY112749
H3N2d100	CY112661
H3N2d100	CY011888
H3N2d100	CY012968
H3N2d100	CY112637
H3N2d100	CY013605
H3N2d100	CY011880
H3N2d100	CY013367
H3N2d100	CY112717
H3N2d100	CY012448
H3N2d100	CY012992
H3N2d100	CY012592
H3N2d100	CY112621
H3N2d100	CY011920
H3N2d100	KM821287
H3N2d100	CY012536
H3N2d100	CY010988
H3N2d100	CY011488
H3N2d100	CY012576
H3N2d100	CY012560
H3N2d100	CY003064
H3N2d100	CY112420
H3N2d100	CY113525
H3N2d100	CY021077
H3N2d100	CY113253
H3N2d100	CY113245
H3N2d100	CY113237
H3N2d100	CY113229
H3N2d100	KP765772
H3N2d100	CY021941
H3N2d100	CY006044
H3N2d100	CY113181
H3N2d100	CY003728
H3N2d100	KC296467
H3N2d100	X05907
H3N2d100	KM821281
H3N2d100	CY006699
H3N2d100	CY020325
H3N2d100	CY007611
H3N2d100	CY006731
H3N2d100	CY020221
H3N2d100	CY006851
H3N2d100	CY113157
H3N2d100	CY113117
H3N2d100	CY113133
H3N2d100	CY113141
H3N2d100	CY112281
H3N2d100	J02132
H3N2d100	CY002496
H3N2d100	CY112297
H3N2d100	CY113061
H3N2d100	CY113085
H3N2d100	CY008460
H3N2d100	CY003528
H3N2d100	CY113093
H3N2d100	CY006052
H3N2d100	CY113101
H3N2d100	AX350190
H3N2d100	M54895
H3N2d100	CY021093
H3N2d100	CY113165
H3N2d100	CY112329
H3N2d100	CY006907
H3N2d100	CY009004
H3N2d100	CY113109
H3N2d100	CY003496
H3N2d100	CY002096
H3N2d100	CY006755
H3N2d100	CY006043
H3N2d100	CY006203
H3N2d100	CY113349
H3N2d100	CY113357
H3N2d100	CY112412
H3N2d100	AJ252129
H3N2d100	CY113389
H3N2d100	CY112396
H3N2d100	CY113413
H3N2d100	CY003512
H3N2d100	CY113373
H3N2d100	CY003520
H3N2d100	CY113365
H3N2d100	CY096859
H3N2d100	CY121293
H3N2d100	CY114453
H3N2d100	CY035198
H3N2d100	CY008740
H3N2d100	CY113549
H3N2d100	CY113565
H3N2d100	CY113437
H3N2d100	CY035214
H3N2d100	CY008732
H3N2d100	AB019354
H3N2d100	CY002088
H3N2d100	CY008452
H3N2d100	CY113285
H3N2d100	CY113309
H3N2d100	CY113277
H3N2d100	CY006891
H3N2d100	CY112361
H3N2d100	CY113269
H3N2d100	CY114429
H3N2d100	CY112353
H3N2d100	CY113293
H3N2d100	CY121277
H3N2d100	CY114437
H3N2d100	CY003504
H3N2d100	CY008708
H3N2d100	CY006323
H3N2d100	CY003736
H3N2d100	CY009052
H3N2d100	CY187384
H3N2d100	CY020333
H3N2d100	CY113325
H3N2d100	CY113333
H3N2d100	CY065976
H3N2d100	CY012216
H3N2d100	CY114285
H3N2d100	CY011456
H3N2d100	CY001656
H3N2d100	CY117721
H3N2d100	EU857031
H3N2d100	CY117736
H3N2d100	CY000873
H3N2d100	CY000865
H3N2d100	MN055154
H3N2d100	MN054559
H3N2d100	CY001736
H3N2d100	CY000625
